common name,scientific name,extinct,forefront recs,background recs,africa,americas,asia,australasia,europe
Mauritius Sheldgoose ,Alopochen mauritiana ,True,0,0,False,False,False,False,False
Reunion Sheldgoose ,Alopochen kervazoi ,True,0,0,False,False,False,False,False
Orinoco Goose ,Neochen jubata ,False,28,3,False,True,False,False,False
Andean Goose ,Chloephaga melanoptera ,False,46,1,False,True,False,False,False
Upland Goose ,Chloephaga picta ,False,27,1,False,True,False,False,True
Kelp Goose ,Chloephaga hybrida ,False,7,3,False,True,False,False,False
Ashy-headed Goose ,Chloephaga poliocephala ,False,6,1,False,True,False,False,False
Ruddy-headed Goose ,Chloephaga rubidiceps ,False,10,0,False,True,False,False,False
Raja Shelduck ,Radjah radjah ,False,13,0,False,False,True,True,False
Common Shelduck ,Tadorna tadorna ,False,197,188,True,True,True,False,True
Ruddy Shelduck ,Tadorna ferruginea ,False,127,79,True,True,True,False,True
South African Shelduck ,Tadorna cana ,False,20,9,True,False,False,False,True
Australian Shelduck ,Tadorna tadornoides ,False,9,4,False,False,False,True,False
Paradise Shelduck ,Tadorna variegata ,False,16,8,False,False,False,True,False
Crested Shelduck ,Tadorna cristata ,True,0,0,False,False,False,False,False
Pink-eared Duck ,Malacorhynchus membranaceus ,False,6,2,False,False,False,True,False
Salvadori's Teal ,Salvadorina waigiuensis ,False,2,0,False,False,True,True,False
Muscovy Duck ,Cairina moschata ,False,27,4,False,True,False,True,True
White-winged Duck ,Asarcornis scutulata ,False,4,0,False,False,True,False,False
Hartlaub's Duck ,Pteronetta hartlaubii ,False,1,0,True,False,False,False,False
Wood Duck ,Aix sponsa ,False,66,33,False,True,False,False,True
Mandarin Duck ,Aix galericulata ,False,73,1,True,False,True,False,True
Maned Duck ,Chenonetta jubata ,False,12,7,False,False,False,True,False
African Pygmy Goose ,Nettapus auritus ,False,12,0,True,False,False,False,False
Cotton Pygmy Goose ,Nettapus coromandelianus ,False,6,1,True,False,True,True,False
Green Pygmy Goose ,Nettapus pulchellus ,False,3,0,False,False,True,True,False
Brazilian Teal ,Amazonetta brasiliensis ,False,49,4,False,True,False,False,False
Ringed Teal ,Callonetta leucophrys ,False,7,1,False,True,False,False,False
Crested Duck ,Lophonetta specularioides ,False,37,5,False,True,False,False,False
Bronze-winged Duck ,Speculanas specularis ,False,5,0,False,True,False,False,False
Baikal Teal ,Sibirionetta formosa ,False,5,0,False,True,True,False,True
Garganey ,Spatula querquedula ,False,97,22,True,True,True,True,True
Hottentot Teal ,Spatula hottentota ,False,3,0,True,False,False,False,False
Puna Teal ,Spatula puna ,False,19,0,False,True,False,False,False
Silver Teal ,Spatula versicolor ,False,10,0,False,True,False,False,False
Red Shoveler ,Spatula platalea ,False,5,0,False,True,False,False,False
Cinnamon Teal ,Spatula cyanoptera ,False,19,2,False,True,False,False,False
Blue-winged Teal ,Spatula discors ,False,76,20,True,True,False,False,True
Cape Shoveler ,Spatula smithii ,False,9,0,True,False,False,False,False
Australasian Shoveler ,Spatula rhynchotis ,False,1,0,False,False,False,True,False
Northern Shoveler ,Spatula clypeata ,False,108,141,True,True,True,True,True
Gadwall ,Mareca strepera ,False,194,198,True,True,True,False,True
Falcated Duck ,Mareca falcata ,False,20,7,False,True,True,False,True
Eurasian Wigeon ,Mareca penelope ,False,259,165,True,True,True,True,True
Chiloe Wigeon ,Mareca sibilatrix ,False,33,9,False,True,False,False,False
American Wigeon ,Mareca americana ,False,65,30,True,True,True,False,True
Amsterdam Wigeon ,Mareca marecula ,True,0,0,False,False,False,False,False
African Black Duck ,Anas sparsa ,False,7,2,True,False,False,False,False
Yellow-billed Duck ,Anas undulata ,False,30,9,True,False,False,False,False
Meller's Duck ,Anas melleri ,False,4,0,True,False,False,False,False
Pacific Black Duck ,Anas superciliosa ,False,15,4,False,False,True,True,False
Laysan Duck ,Anas laysanensis ,False,13,3,False,False,False,False,False
Hawaiian Duck ,Anas wyvilliana ,False,6,3,False,False,False,False,False
Philippine Duck ,Anas luzonica ,False,4,0,False,False,True,False,False
Indian Spot-billed Duck ,Anas poecilorhyncha ,False,20,3,False,False,True,False,False
Eastern Spot-billed Duck ,Anas zonorhyncha ,False,25,14,False,True,True,False,False
Mallard ,Anas platyrhynchos ,False,561,1174,True,True,True,True,True
Mottled Duck ,Anas fulvigula ,False,16,9,False,True,False,False,False
American Black Duck ,Anas rubripes ,False,16,2,False,True,True,False,True
Mexican Duck ,Anas diazi ,False,16,9,False,True,False,False,False
Cape Teal ,Anas capensis ,False,4,0,True,False,False,False,True
White-cheeked Pintail ,Anas bahamensis ,False,6,1,False,True,False,False,False
Red-billed Teal ,Anas erythrorhyncha ,False,5,1,True,False,False,False,False
Yellow-billed Pintail ,Anas georgica ,False,40,19,False,True,False,False,False
Eaton's Pintail ,Anas eatoni ,False,0,0,False,False,False,False,False
Northern Pintail ,Anas acuta ,False,80,76,True,True,True,True,True
Eurasian Teal ,Anas crecca ,False,328,230,True,False,True,False,True
Green-winged Teal ,Anas carolinensis ,False,51,25,False,True,True,False,True
Yellow-billed Teal ,Anas flavirostris ,False,42,2,False,True,False,False,False
Andean Teal ,Anas andium ,False,24,3,False,False,False,False,False
Sunda Teal ,Anas gibberifrons ,False,8,0,False,False,True,True,False
Andaman Teal ,Anas albogularis ,False,5,1,False,False,True,False,False
Mascarene Teal ,Anas theodori ,True,0,0,False,False,False,False,False
Grey Teal ,Anas gracilis ,False,14,3,False,False,True,True,False
Chestnut Teal ,Anas castanea ,False,4,0,False,False,False,True,False
Bernier's Teal ,Anas bernieri ,False,1,0,True,False,False,False,False
Brown Teal ,Anas chlorotis ,False,2,0,False,False,False,True,False
Auckland Teal ,Anas aucklandica ,False,0,0,False,False,False,True,False
Campbell Teal ,Anas nesiotis ,False,4,0,False,False,False,True,False
Marbled Duck ,Marmaronetta angustirostris ,False,5,0,True,False,True,False,True
Pink-headed Duck ,Rhodonessa caryophyllacea ,True,0,0,False,False,False,False,False
Red-crested Pochard ,Netta rufina ,False,41,25,True,False,True,False,True
Rosy-billed Pochard ,Netta peposaca ,False,12,0,False,True,False,False,False
Southern Pochard ,Netta erythrophthalma ,False,6,0,True,True,False,False,False
Canvasback ,Aythya valisineria ,False,10,1,False,True,True,False,True
Redhead ,Aythya americana ,False,17,2,False,True,True,False,True
Common Pochard ,Aythya ferina ,False,76,10,True,True,True,False,True
Hardhead ,Aythya australis ,False,1,0,False,False,True,True,False
Madagascan Pochard ,Aythya innotata ,False,4,0,True,False,False,False,False
Baer's Pochard ,Aythya baeri ,False,1,0,False,False,True,False,False
Ferruginous Duck ,Aythya nyroca ,False,14,0,True,False,True,False,True
New Zealand Scaup ,Aythya novaeseelandiae ,False,1,0,False,False,False,True,False
Ring-necked Duck ,Aythya collaris ,False,34,1,True,True,True,False,True
Tufted Duck ,Aythya fuligula ,False,122,39,True,True,True,False,True
Greater Scaup ,Aythya marila ,False,22,0,True,True,True,False,True
Lesser Scaup ,Aythya affinis ,False,8,1,True,True,True,False,True
Steller's Eider ,Polysticta stelleri ,False,6,0,False,True,True,False,True
Spectacled Eider ,Somateria fischeri ,False,7,0,False,True,True,False,False
King Eider ,Somateria spectabilis ,False,16,1,False,True,True,False,True
Common Eider ,Somateria mollissima ,False,102,72,True,True,True,False,True
Harlequin Duck ,Histrionicus histrionicus ,False,32,1,False,True,True,False,True
Labrador Duck ,Camptorhynchus labradorius ,True,0,0,False,False,False,False,False
Surf Scoter ,Melanitta perspicillata ,False,20,1,False,True,True,False,True
Velvet Scoter ,Melanitta fusca ,False,19,4,True,True,True,False,True
White-winged Scoter ,Melanitta deglandi ,False,1,0,False,True,True,False,True
Common Scoter ,Melanitta nigra ,False,167,12,True,True,True,False,True
Black Scoter ,Melanitta americana ,False,26,10,False,True,True,False,True
Long-tailed Duck ,Clangula hyemalis ,False,95,34,True,True,True,False,True
Bufflehead ,Bucephala albeola ,False,17,0,False,True,True,False,True
Common Goldeneye ,Bucephala clangula ,False,132,43,True,True,True,False,True
Barrow's Goldeneye ,Bucephala islandica ,False,35,1,False,True,True,False,True
Smew ,Mergellus albellus ,False,16,1,True,True,True,False,True
Hooded Merganser ,Lophodytes cucullatus ,False,26,6,False,True,False,False,True
New Zealand Merganser ,Mergus australis ,True,0,0,False,False,False,False,False
Brazilian Merganser ,Mergus octosetaceus ,False,12,0,False,True,False,False,False
Common Merganser ,Mergus merganser ,False,124,15,True,True,True,False,True
Red-breasted Merganser ,Mergus serrator ,False,49,14,True,True,True,False,True
Scaly-sided Merganser ,Mergus squamatus ,False,2,0,False,False,True,False,False
Black-headed Duck ,Heteronetta atricapilla ,False,10,0,False,True,False,False,False
Masked Duck ,Nomonyx dominicus ,False,14,0,False,True,False,False,False
Ruddy Duck ,Oxyura jamaicensis ,False,30,10,True,True,False,False,True
Andean Duck ,Oxyura ferruginea ,False,17,0,False,False,False,False,False
Lake Duck ,Oxyura vittata ,False,1,0,False,True,False,False,False
Blue-billed Duck ,Oxyura australis ,False,0,0,False,False,False,True,False
Maccoa Duck ,Oxyura maccoa ,False,3,0,True,True,False,False,False
White-headed Duck ,Oxyura leucocephala ,False,5,3,True,False,True,False,True
Musk Duck ,Biziura lobata ,False,9,0,False,False,False,True,False
Australian Brushturkey ,Alectura lathami ,False,21,8,False,False,False,True,False
Wattled Brushturkey ,Aepypodius arfakianus ,False,1,0,False,False,True,True,False
Waigeo Brushturkey ,Aepypodius bruijnii ,False,0,0,False,False,True,True,False
Red-billed Brushturkey ,Talegalla cuvieri ,False,4,1,False,False,True,True,False
Black-billed Brushturkey ,Talegalla fuscirostris ,False,19,1,False,False,True,True,False
Collared Brushturkey ,Talegalla jobiensis ,False,18,3,False,False,True,True,False
Malleefowl ,Leipoa ocellata ,False,1,0,False,False,False,True,False
Maleo ,Macrocephalon maleo ,False,7,1,False,False,True,True,False
Moluccan Megapode ,Eulipoa wallacei ,False,6,0,False,False,True,False,False
Tongan Megapode ,Megapodius pritchardii ,False,14,0,False,False,False,False,False
Micronesian Megapode ,Megapodius laperouse ,False,7,0,False,False,False,False,False
Nicobar Megapode ,Megapodius nicobariensis ,False,2,0,False,False,True,False,False
Philippine Megapode ,Megapodius cumingii ,False,15,5,False,False,True,True,False
Sula Megapode ,Megapodius bernsteinii ,False,5,0,False,False,True,False,False
Tanimbar Megapode ,Megapodius tenimberensis ,False,1,0,False,False,True,False,False
Dusky Megapode ,Megapodius freycinet ,False,40,15,False,False,True,False,False
Biak Scrubfowl ,Megapodius geelvinkianus ,False,9,0,False,False,True,False,False
Melanesian Megapode ,Megapodius eremita ,False,12,2,False,False,False,True,False
Vanuatu Megapode ,Megapodius layardi ,False,3,0,False,False,False,False,False
New Guinea Scrubfowl ,Megapodius decollatus ,False,6,0,False,False,True,True,False
Orange-footed Scrubfowl ,Megapodius reinwardt ,False,52,26,False,False,True,True,False
Plain Chachalaca ,Ortalis vetula ,False,79,53,False,True,False,False,False
Grey-headed Chachalaca ,Ortalis cinereiceps ,False,33,6,False,True,False,False,False
Chestnut-winged Chachalaca ,Ortalis garrula ,False,42,7,False,True,False,False,False
Rufous-vented Chachalaca ,Ortalis ruficauda ,False,46,14,False,True,False,False,False
Rufous-headed Chachalaca ,Ortalis erythroptera ,False,35,16,False,True,False,False,False
Rufous-bellied Chachalaca ,Ortalis wagleri ,False,52,89,False,True,False,False,False
West Mexican Chachalaca ,Ortalis poliocephala ,False,27,25,False,True,False,False,False
Chaco Chachalaca ,Ortalis canicollis ,False,86,106,False,True,False,False,False
White-bellied Chachalaca ,Ortalis leucogastra ,False,19,3,False,True,False,False,False
Speckled Chachalaca ,Ortalis guttata ,False,92,116,False,True,False,False,False
East Brazilian Chachalaca ,Ortalis araucuan ,False,14,6,False,False,False,False,False
Scaled Chachalaca ,Ortalis squamata ,False,16,1,False,False,False,False,False
Colombian Chachalaca ,Ortalis columbiana ,False,101,40,False,False,False,False,False
Little Chachalaca ,Ortalis motmot ,False,39,27,False,True,False,False,False
Chestnut-headed Chachalaca ,Ortalis ruficeps ,False,4,0,False,False,False,False,False
Buff-browed Chachalaca ,Ortalis superciliaris ,False,8,1,False,True,False,False,False
Band-tailed Guan ,Penelope argyrotis ,False,47,8,False,True,False,False,False
Bearded Guan ,Penelope barbata ,False,27,11,False,True,False,False,False
Baudo Guan ,Penelope ortoni ,False,13,1,False,True,False,False,False
Andean Guan ,Penelope montagnii ,False,123,26,False,True,False,False,False
Marail Guan ,Penelope marail ,False,18,2,False,True,False,False,False
Rusty-margined Guan ,Penelope superciliaris ,False,34,3,False,True,False,False,False
Red-faced Guan ,Penelope dabbenei ,False,23,0,False,True,False,False,False
Crested Guan ,Penelope purpurascens ,False,87,33,False,True,False,False,False
Cauca Guan ,Penelope perspicax ,False,54,10,False,True,False,False,False
White-winged Guan ,Penelope albipennis ,False,20,9,False,True,False,False,False
Spix's Guan ,Penelope jacquacu ,False,55,186,False,True,False,False,False
Dusky-legged Guan ,Penelope obscura ,False,103,17,False,True,False,False,False
White-crested Guan ,Penelope pileata ,False,10,1,False,True,False,False,False
Chestnut-bellied Guan ,Penelope ochrogaster ,False,10,0,False,True,False,False,False
White-browed Guan ,Penelope jacucaca ,False,3,2,False,True,False,False,False
Trinidad Piping Guan ,Pipile pipile ,False,1,0,False,True,False,False,False
Blue-throated Piping Guan ,Pipile cumanensis ,False,40,48,False,True,False,False,False
Red-throated Piping Guan ,Pipile cujubi ,False,15,4,False,True,False,False,False
Black-fronted Piping Guan ,Pipile jacutinga ,False,10,0,False,True,False,False,False
Wattled Guan ,Aburria aburri ,False,58,29,False,True,False,False,False
Black Guan ,Chamaepetes unicolor ,False,6,0,False,False,False,False,False
Sickle-winged Guan ,Chamaepetes goudotii ,False,41,2,False,True,False,False,False
Highland Guan ,Penelopina nigra ,False,38,65,False,True,False,False,False
Horned Guan ,Oreophasis derbianus ,False,16,7,False,True,False,False,False
Nocturnal Curassow ,Nothocrax urumutum ,False,23,2,False,True,False,False,False
Crestless Curassow ,Mitu tomentosum ,False,19,2,False,True,False,False,False
Salvin's Curassow ,Mitu salvini ,False,16,0,False,True,False,False,False
Razor-billed Curassow ,Mitu tuberosum ,False,28,70,False,True,False,False,False
Alagoas Curassow ,Mitu mitu ,False,0,0,False,True,False,False,False
Helmeted Curassow ,Pauxi pauxi ,False,8,0,False,True,False,False,False
Horned Curassow ,Pauxi unicornis ,False,0,0,False,True,False,False,False
Sira Curassow ,Pauxi koepckeae ,False,7,0,False,False,False,False,False
Great Curassow ,Crax rubra ,False,26,2,False,True,False,False,False
Blue-billed Curassow ,Crax alberti ,False,27,0,False,True,False,False,False
Yellow-knobbed Curassow ,Crax daubentoni ,False,6,0,False,True,False,False,False
Black Curassow ,Crax alector ,False,21,2,False,True,False,False,False
Wattled Curassow ,Crax globulosa ,False,12,3,False,True,False,False,False
Bare-faced Curassow ,Crax fasciolata ,False,58,8,False,True,False,False,False
Red-billed Curassow ,Crax blumenbachii ,False,11,1,False,True,False,False,False
White-breasted Guineafowl ,Agelastes meleagrides ,False,1,0,True,False,False,False,False
Black Guineafowl ,Agelastes niger ,False,0,0,True,False,False,False,False
Helmeted Guineafowl ,Numida meleagris ,False,87,108,True,True,False,True,False
Plumed Guineafowl ,Guttera plumifera ,False,4,0,True,False,False,False,False
Crested Guineafowl ,Guttera pucherani ,False,10,2,True,False,False,False,False
Vulturine Guineafowl ,Acryllium vulturinum ,False,3,0,True,False,False,False,False
Stone Partridge ,Ptilopachus petrosus ,False,35,10,True,False,False,False,False
Nahan's Partridge ,Ptilopachus nahani ,False,2,0,True,False,False,False,False
Bearded Wood Partridge ,Dendrortyx barbatus ,False,7,0,False,True,False,False,False
Long-tailed Wood Partridge ,Dendrortyx macroura ,False,31,5,False,True,False,False,False
Buffy-crowned Wood Partridge ,Dendrortyx leucophrys ,False,15,5,False,True,False,False,False
Mountain Quail ,Oreortyx pictus ,False,76,202,False,True,False,False,False
Scaled Quail ,Callipepla squamata ,False,53,23,False,True,False,False,False
Elegant Quail ,Callipepla douglasii ,False,47,99,False,True,False,False,False
California Quail ,Callipepla californica ,False,140,205,False,True,False,True,True
Gambel's Quail ,Callipepla gambelii ,False,98,686,False,True,False,False,False
Banded Quail ,Philortyx fasciatus ,False,14,0,False,True,False,False,False
Northern Bobwhite ,Colinus virginianus ,False,89,88,False,True,False,True,False
Yucatan Bobwhite ,Colinus nigrogularis ,False,7,1,False,True,False,False,False
Spot-bellied Bobwhite ,Colinus leucopogon ,False,26,31,False,True,False,False,False
Crested Bobwhite ,Colinus cristatus ,False,51,29,False,True,False,False,False
Marbled Wood Quail ,Odontophorus gujanensis ,False,81,11,False,True,False,False,False
Spot-winged Wood Quail ,Odontophorus capueira ,False,64,9,False,True,False,False,False
Black-eared Wood Quail ,Odontophorus melanotis ,False,26,0,False,True,False,False,False
Rufous-fronted Wood Quail ,Odontophorus erythrops ,False,32,6,False,True,False,False,False
Black-fronted Wood Quail ,Odontophorus atrifrons ,False,17,2,False,True,False,False,False
Chestnut Wood Quail ,Odontophorus hyperythrus ,False,95,3,False,True,False,False,False
Dark-backed Wood Quail ,Odontophorus melanonotus ,False,28,7,False,True,False,False,False
Rufous-breasted Wood Quail ,Odontophorus speciosus ,False,30,4,False,True,False,False,False
Tacarcuna Wood Quail ,Odontophorus dialeucos ,False,1,0,False,True,False,False,False
Gorgeted Wood Quail ,Odontophorus strophium ,False,35,1,False,True,False,False,False
Venezuelan Wood Quail ,Odontophorus columbianus ,False,6,0,False,True,False,False,False
Black-breasted Wood Quail ,Odontophorus leucolaemus ,False,20,0,False,True,False,False,False
Stripe-faced Wood Quail ,Odontophorus balliviani ,False,14,5,False,True,False,False,False
Starred Wood Quail ,Odontophorus stellatus ,False,32,39,False,True,False,False,False
Spotted Wood Quail ,Odontophorus guttatus ,False,41,4,False,True,False,False,False
Singing Quail ,Dactylortyx thoracicus ,False,35,12,False,True,False,True,False
Montezuma Quail ,Cyrtonyx montezumae ,False,72,22,False,True,False,False,False
Ocellated Quail ,Cyrtonyx ocellatus ,False,17,1,False,True,False,False,False
Tawny-faced Quail ,Rhynchortyx cinctus ,False,40,12,False,True,False,False,False
Wild Turkey ,Meleagris gallopavo ,False,78,86,False,True,False,True,False
Ocellated Turkey ,Meleagris ocellata ,False,11,0,False,True,False,False,False
Ruffed Grouse ,Bonasa umbellus ,False,34,16,False,True,False,False,False
Hazel Grouse ,Tetrastes bonasia ,False,174,16,False,False,True,False,True
Chinese Grouse ,Tetrastes sewerzowi ,False,1,0,False,False,True,False,False
Siberian Grouse ,Falcipennis falcipennis ,False,1,0,False,False,True,False,False
Spruce Grouse ,Falcipennis canadensis ,False,22,0,False,True,False,False,False
Western Capercaillie ,Tetrao urogallus ,False,80,7,False,False,True,False,True
Black-billed Capercaillie ,Tetrao urogalloides ,False,15,0,False,False,True,False,False
Black Grouse ,Lyrurus tetrix ,False,141,140,False,False,True,False,True
Caucasian Grouse ,Lyrurus mlokosiewiczi ,False,1,0,False,False,True,False,True
Sage Grouse ,Centrocercus urophasianus ,False,29,1,False,True,False,False,False
Gunnison Grouse ,Centrocercus minimus ,False,7,0,False,True,False,False,False
Dusky Grouse ,Dendragapus obscurus ,False,20,0,False,True,False,False,False
Sooty Grouse ,Dendragapus fuliginosus ,False,37,8,False,True,False,False,False
Sharp-tailed Grouse ,Tympanuchus phasianellus ,False,45,20,False,True,False,False,False
Lesser Prairie Chicken ,Tympanuchus pallidicinctus ,False,19,0,False,True,False,False,False
Greater Prairie Chicken ,Tympanuchus cupido ,False,37,3,False,True,False,False,False
White-tailed Ptarmigan ,Lagopus leucura ,False,44,1,False,True,False,False,False
Rock Ptarmigan ,Lagopus muta ,False,56,9,False,True,True,False,True
Willow Ptarmigan ,Lagopus lagopus ,False,99,54,False,True,True,False,True
Snow Partridge ,Lerwa lerwa ,False,11,0,False,False,True,False,False
Verreaux's Monal-Partridge ,Tetraophasis obscurus ,False,15,0,False,False,True,False,False
Szechenyi's Monal-Partridge ,Tetraophasis szechenyii ,False,10,0,False,False,True,False,False
Caucasian Snowcock ,Tetraogallus caucasicus ,False,9,2,False,False,True,False,False
Caspian Snowcock ,Tetraogallus caspius ,False,12,1,False,False,True,False,True
Himalayan Snowcock ,Tetraogallus himalayensis ,False,9,1,False,True,True,False,False
Tibetan Snowcock ,Tetraogallus tibetanus ,False,16,1,False,False,True,False,False
Altai Snowcock ,Tetraogallus altaicus ,False,18,9,False,False,True,False,False
Rock Partridge ,Alectoris graeca ,False,37,0,False,False,True,False,False
Chukar Partridge ,Alectoris chukar ,False,51,26,True,True,True,True,True
Przevalski's Partridge ,Alectoris magna ,False,11,0,False,False,True,False,False
Philby's Partridge ,Alectoris philbyi ,False,2,0,True,False,True,False,False
Barbary Partridge ,Alectoris barbara ,False,17,0,True,False,False,False,True
Red-legged Partridge ,Alectoris rufa ,False,212,1114,False,False,False,True,True
Arabian Partridge ,Alectoris melanocephala ,False,7,4,True,False,True,False,False
See-see Partridge ,Ammoperdix griseogularis ,False,3,1,False,False,True,False,True
Sand Partridge ,Ammoperdix heyi ,False,7,2,True,False,True,False,False
Black Francolin ,Francolinus francolinus ,False,56,15,False,True,True,False,True
Painted Francolin ,Francolinus pictus ,False,15,3,False,False,True,False,False
Chinese Francolin ,Francolinus pintadeanus ,False,33,13,False,False,True,False,False
Grey Francolin ,Francolinus pondicerianus ,False,55,29,True,False,True,False,False
Swamp Francolin ,Francolinus gularis ,False,7,1,False,False,True,False,False
Latham's Francolin ,Peliperdix lathami ,False,8,0,True,False,False,False,False
Coqui Francolin ,Peliperdix coqui ,False,22,2,True,False,False,False,False
White-throated Francolin ,Peliperdix albogularis ,False,11,0,True,False,False,False,False
Schlegel's Francolin ,Peliperdix schlegelii ,False,0,0,True,False,False,False,False
Ring-necked Francolin ,Scleroptila streptophora ,False,0,0,True,False,False,False,False
Grey-winged Francolin ,Scleroptila afra ,False,13,3,True,False,False,False,False
Red-winged Francolin ,Scleroptila levaillantii ,False,23,2,True,False,False,False,False
Finsch's Francolin ,Scleroptila finschi ,False,0,0,True,False,False,False,False
Shelley's Francolin ,Scleroptila shelleyi ,False,18,1,True,False,False,False,False
Moorland Francolin ,Scleroptila psilolaema ,False,6,0,True,False,False,False,False
Orange River Francolin ,Scleroptila gutturalis ,False,18,9,True,False,False,False,False
Crested Francolin ,Dendroperdix sephaena ,False,67,24,True,False,False,False,False
Scaly Francolin ,Pternistis squamatus ,False,20,2,True,False,False,False,False
Ahanta Francolin ,Pternistis ahantensis ,False,13,3,True,False,False,False,False
Grey-striped Francolin ,Pternistis griseostriatus ,False,0,0,True,False,False,False,False
Hildebrandt's Francolin ,Pternistis hildebrandti ,False,11,3,True,False,False,False,False
Double-spurred Francolin ,Pternistis bicalcaratus ,False,38,44,True,False,False,False,False
Heuglin's Francolin ,Pternistis icterorhynchus ,False,2,3,True,False,False,False,False
Clapperton's Francolin ,Pternistis clappertoni ,False,6,0,True,False,False,False,False
Harwood's Francolin ,Pternistis harwoodi ,False,6,0,True,False,False,False,False
Swierstra's Francolin ,Pternistis swierstrai ,False,0,0,True,False,False,False,False
Mount Cameroon Francolin ,Pternistis camerunensis ,False,2,0,True,False,False,False,False
Handsome Francolin ,Pternistis nobilis ,False,2,0,True,False,False,False,False
Jackson's Francolin ,Pternistis jacksoni ,False,1,0,True,False,False,False,False
Chestnut-naped Francolin ,Pternistis castaneicollis ,False,9,0,True,False,False,False,False
Black-fronted Francolin ,Pternistis atrifrons ,False,3,0,False,False,False,False,False
Djibouti Francolin ,Pternistis ochropectus ,False,2,0,True,False,False,False,False
Erckel's Francolin ,Pternistis erckelii ,False,11,3,True,False,False,False,False
Hartlaub's Spurfowl ,Pternistis hartlaubi ,False,10,0,True,False,False,False,False
Red-billed Spurfowl ,Pternistis adspersus ,False,15,4,True,False,False,False,False
Cape Spurfowl ,Pternistis capensis ,False,14,3,True,False,False,False,False
Natal Spurfowl ,Pternistis natalensis ,False,37,23,True,False,False,False,False
Yellow-necked Spurfowl ,Pternistis leucoscepus ,False,15,5,True,False,False,False,False
Grey-breasted Spurfowl ,Pternistis rufopictus ,False,1,0,True,False,False,False,False
Red-necked Spurfowl ,Pternistis afer ,False,36,16,True,False,False,False,False
Swainson's Spurfowl ,Pternistis swainsonii ,False,25,41,True,False,False,False,False
Grey Partridge ,Perdix perdix ,False,237,49,False,True,True,True,True
Daurian Partridge ,Perdix dauurica ,False,4,0,False,False,True,False,True
Tibetan Partridge ,Perdix hodgsoniae ,False,11,0,False,False,True,False,False
Long-billed Partridge ,Rhizothera longirostris ,False,13,0,False,False,True,False,False
Hose's Partridge ,Rhizothera dulitensis ,False,0,0,False,False,True,False,False
Madagascan Partridge ,Margaroperdix madagarensis ,False,0,0,True,False,False,False,False
Black Partridge ,Melanoperdix niger ,False,3,0,False,False,True,False,False
Common Quail ,Coturnix coturnix ,False,481,196,True,False,True,False,True
Japanese Quail ,Coturnix japonica ,False,45,12,False,False,True,False,False
Rain Quail ,Coturnix coromandelica ,False,18,0,False,False,True,False,False
Harlequin Quail ,Coturnix delegorguei ,False,14,4,True,False,False,False,False
Stubble Quail ,Coturnix pectoralis ,False,7,1,False,False,False,False,False
New Zealand Quail ,Coturnix novaezelandiae ,True,0,0,False,False,False,False,False
Brown Quail ,Coturnix ypsilophora ,False,11,1,False,False,True,True,False
King Quail ,Excalfactoria chinensis ,False,7,0,False,False,True,True,False
Blue Quail ,Excalfactoria adansonii ,False,0,0,True,False,False,False,False
Snow Mountain Quail ,Anurophasis monorthonyx ,False,3,0,False,False,True,True,False
Jungle Bush Quail ,Perdicula asiatica ,False,10,1,False,False,True,False,False
Rock Bush Quail ,Perdicula argoondah ,False,1,0,False,False,True,False,False
Painted Bush Quail ,Perdicula erythrorhyncha ,False,12,0,False,False,True,False,False
Manipur Bush Quail ,Perdicula manipurensis ,False,0,0,False,False,True,False,False
Himalayan Quail ,Ophrysia superciliosa ,True,0,0,False,False,False,False,False
Udzungwa Forest Partridge ,Xenoperdix udzungwensis ,False,5,1,True,False,False,False,False
Rubeho Forest Partridge ,Xenoperdix obscuratus ,False,34,0,True,False,False,False,False
Hill Partridge ,Arborophila torqueola ,False,47,19,False,False,True,False,False
Rufous-throated Partridge ,Arborophila rufogularis ,False,41,14,False,False,True,False,False
White-cheeked Partridge ,Arborophila atrogularis ,False,14,1,False,False,True,False,False
Taiwan Partridge ,Arborophila crudigularis ,False,13,3,False,False,True,False,False
Chestnut-breasted Partridge ,Arborophila mandellii ,False,12,2,False,False,True,False,False
Bar-backed Partridge ,Arborophila brunneopectus ,False,12,0,False,False,True,False,False
Sichuan Partridge ,Arborophila rufipectus ,False,4,0,False,False,True,False,False
White-necklaced Partridge ,Arborophila gingica ,False,7,0,False,False,True,False,False
Orange-necked Partridge ,Arborophila davidi ,False,11,1,False,False,True,False,False
Chestnut-headed Partridge ,Arborophila cambodiana ,False,0,0,False,False,True,False,False
Siamese Partridge ,Arborophila diversa ,False,3,0,False,False,True,False,False
Malaysian Partridge ,Arborophila campbelli ,False,21,2,False,False,True,False,False
Roll's Partridge ,Arborophila rolli ,False,9,0,False,False,True,False,False
Sumatran Partridge ,Arborophila sumatrana ,False,1,0,False,False,True,False,False
Grey-breasted Partridge ,Arborophila orientalis ,False,31,0,False,False,True,False,False
Chestnut-bellied Partridge ,Arborophila javanica ,False,22,0,False,False,True,False,False
Red-billed Partridge ,Arborophila rubrirostris ,False,7,0,False,False,True,False,False
Red-breasted Partridge ,Arborophila hyperythra ,False,27,0,False,False,True,False,False
Hainan Partridge ,Arborophila ardens ,False,19,1,False,False,True,False,False
Chestnut-necklaced Partridge ,Arborophila charltonii ,False,29,5,False,False,True,False,False
Green-legged Partridge ,Arborophila chloropus ,False,39,3,False,False,True,False,False
